#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Dars2	Fars2	10090.ENSMUSP00000041851	10090.ENSMUSP00000021857	0.061	0	0	0	0.398	0	0	0.793	0.873
Dars2	Oxsm	10090.ENSMUSP00000041851	10090.ENSMUSP00000022311	0.094	0	0	0	0.309	0	0	0.261	0.497
Dars2	Mrps18b	10090.ENSMUSP00000041851	10090.ENSMUSP00000025305	0	0	0	0	0.110	0	0	0.447	0.487
Dars2	Aldh18a1	10090.ENSMUSP00000041851	10090.ENSMUSP00000025979	0.075	0	0	0	0.101	0.115	0	0.538	0.614
Dars2	Bcs1l	10090.ENSMUSP00000041851	10090.ENSMUSP00000027358	0	0	0	0	0.308	0	0	0.335	0.521
Dars2	Rpusd4	10090.ENSMUSP00000041851	10090.ENSMUSP00000034543	0.110	0	0	0	0.313	0	0	0.363	0.576
Dars2	Mrps34	10090.ENSMUSP00000041851	10090.ENSMUSP00000045111	0.083	0	0	0	0.116	0	0	0.358	0.434
Dars2	Mrpl16	10090.ENSMUSP00000041851	10090.ENSMUSP00000128915	0	0	0	0	0.177	0	0	0.360	0.451
Dars2	Mrpl13	10090.ENSMUSP00000041851	10090.ENSMUSP00000130722	0.073	0	0	0	0.216	0	0	0.319	0.462
Dars2	Gtpbp8	10090.ENSMUSP00000041851	10090.ENSMUSP00000125352	0.223	0	0	0	0.190	0	0	0.255	0.490
Dars2	Tufm	10090.ENSMUSP00000041851	10090.ENSMUSP00000095656	0	0	0	0	0.081	0	0	0.654	0.669
Dars2	Mars2	10090.ENSMUSP00000041851	10090.ENSMUSP00000049770	0.061	0	0	0	0.280	0.049	0	0.552	0.674
Dars2	Vars2	10090.ENSMUSP00000041851	10090.ENSMUSP00000047917	0.120	0	0	0	0.710	0	0	0.687	0.913
Ddx28	Mrpl52	10090.ENSMUSP00000058950	10090.ENSMUSP00000010550	0	0	0	0	0.068	0.570	0	0.043	0.583
Ddx28	Mrps30	10090.ENSMUSP00000058950	10090.ENSMUSP00000022245	0	0	0	0	0.170	0.725	0	0.164	0.792
Ddx28	Mrps18b	10090.ENSMUSP00000058950	10090.ENSMUSP00000025305	0	0	0	0	0.102	0	0	0.372	0.412
Ddx28	Rbfa	10090.ENSMUSP00000058950	10090.ENSMUSP00000025462	0	0	0	0	0.125	0	0	0.518	0.561
Ddx28	Rpusd4	10090.ENSMUSP00000058950	10090.ENSMUSP00000034543	0	0	0	0	0.372	0.330	0	0.683	0.855
Ddx28	Gadd45gip1	10090.ENSMUSP00000058950	10090.ENSMUSP00000037783	0	0	0	0	0.061	0.534	0	0	0.543
Ddx28	Mrpl47	10090.ENSMUSP00000058950	10090.ENSMUSP00000048078	0	0	0	0	0.088	0.534	0	0.341	0.696
Ddx28	Mapk9	10090.ENSMUSP00000058950	10090.ENSMUSP00000136977	0	0	0	0	0.050	0.068	0	0.389	0.412
Ddx28	Mrps26	10090.ENSMUSP00000058950	10090.ENSMUSP00000123324	0	0	0	0	0.060	0	0	0.523	0.532
Ddx28	Mrpl17	10090.ENSMUSP00000058950	10090.ENSMUSP00000117971	0	0	0	0	0.114	0.566	0	0.054	0.604
Ddx28	Mrpl16	10090.ENSMUSP00000058950	10090.ENSMUSP00000128915	0	0	0	0	0.141	0.534	0	0.147	0.629
Ddx28	Mrpl13	10090.ENSMUSP00000058950	10090.ENSMUSP00000130722	0	0	0	0	0.130	0.575	0	0.217	0.685
Ddx28	Gtpbp8	10090.ENSMUSP00000058950	10090.ENSMUSP00000125352	0	0	0	0	0.168	0.207	0	0.711	0.792
Dlst	Sdhb	10090.ENSMUSP00000060346	10090.ENSMUSP00000010007	0.116	0.007	0	0	0.800	0.328	0	0.451	0.926
Dlst	Mdh2	10090.ENSMUSP00000060346	10090.ENSMUSP00000019323	0.062	0	0	0	0.604	0	0	0.637	0.853
Dlst	Sdha	10090.ENSMUSP00000060346	10090.ENSMUSP00000022062	0.116	0.009	0	0	0.614	0.300	0	0.667	0.909
Dlst	Tkt	10090.ENSMUSP00000060346	10090.ENSMUSP00000022529	0.042	0	0	0	0.161	0	0	0.382	0.460
Dlst	Aldh18a1	10090.ENSMUSP00000060346	10090.ENSMUSP00000025979	0.047	0	0	0	0.064	0	0	0.538	0.551
Dlst	Uqcrc1	10090.ENSMUSP00000060346	10090.ENSMUSP00000026743	0	0	0	0	0.617	0	0	0.101	0.641
Dlst	Fh1	10090.ENSMUSP00000060346	10090.ENSMUSP00000027810	0	0	0	0	0.439	0.073	0.360	0.600	0.849
Dlst	Lipt1	10090.ENSMUSP00000060346	10090.ENSMUSP00000038739	0.116	0	0	0	0.209	0.228	0.400	0.319	0.739
Dlst	Tufm	10090.ENSMUSP00000060346	10090.ENSMUSP00000095656	0	0	0	0	0.334	0	0	0.284	0.503
Eef1b2	Nme2	10090.ENSMUSP00000116492	10090.ENSMUSP00000021217	0	0.080	0	0	0.507	0	0	0.273	0.642
Eef1b2	Mrps34	10090.ENSMUSP00000116492	10090.ENSMUSP00000045111	0	0	0	0	0.361	0	0	0.227	0.485
Eef1b2	Vars2	10090.ENSMUSP00000116492	10090.ENSMUSP00000047917	0	0	0	0	0.113	0.239	0	0.557	0.674
Eef1b2	Mrpl16	10090.ENSMUSP00000116492	10090.ENSMUSP00000128915	0	0	0	0	0.398	0.054	0	0.117	0.453
Eef1b2	Mrpl13	10090.ENSMUSP00000116492	10090.ENSMUSP00000130722	0	0	0	0	0.485	0.059	0	0.067	0.508
Exoc6	Pkd1	10090.ENSMUSP00000064332	10090.ENSMUSP00000049296	0	0	0	0	0	0	0.500	0.160	0.562
Fars2	Mrpl13	10090.ENSMUSP00000021857	10090.ENSMUSP00000130722	0.084	0	0	0	0.274	0	0	0.190	0.414
Fars2	Mrps34	10090.ENSMUSP00000021857	10090.ENSMUSP00000045111	0.062	0	0	0	0.137	0	0	0.352	0.430
Fars2	Iba57	10090.ENSMUSP00000021857	10090.ENSMUSP00000049823	0	0	0	0	0.069	0	0	0.432	0.448
Fars2	Aldh18a1	10090.ENSMUSP00000021857	10090.ENSMUSP00000025979	0.048	0	0	0	0.083	0	0	0.498	0.523
Fars2	Tufm	10090.ENSMUSP00000021857	10090.ENSMUSP00000095656	0	0	0	0	0.466	0	0	0.447	0.692
Fars2	Mars2	10090.ENSMUSP00000021857	10090.ENSMUSP00000049770	0.044	0	0	0	0.174	0	0	0.723	0.762
Fars2	Vars2	10090.ENSMUSP00000021857	10090.ENSMUSP00000047917	0.099	0.070	0	0	0.293	0	0	0.732	0.820
Fars2	Dars2	10090.ENSMUSP00000021857	10090.ENSMUSP00000041851	0.061	0	0	0	0.398	0	0	0.793	0.873
Fdxr	Sdhb	10090.ENSMUSP00000021078	10090.ENSMUSP00000010007	0.075	0	0	0	0.062	0	0	0.389	0.424
Fdxr	Mdh2	10090.ENSMUSP00000021078	10090.ENSMUSP00000019323	0	0	0	0	0.088	0.222	0	0.221	0.400
Fdxr	Pdss2	10090.ENSMUSP00000021078	10090.ENSMUSP00000093393	0.066	0	0	0	0.057	0	0	0.395	0.421
Fdxr	Ireb2	10090.ENSMUSP00000021078	10090.ENSMUSP00000034843	0.089	0	0	0	0	0	0	0.515	0.539
Fdxr	Isca1	10090.ENSMUSP00000021078	10090.ENSMUSP00000054858	0	0	0	0	0	0	0	0.553	0.553
Fdxr	Aldh18a1	10090.ENSMUSP00000021078	10090.ENSMUSP00000025979	0.208	0	0	0	0.068	0	0	0.538	0.629
Fdxr	Coq3	10090.ENSMUSP00000021078	10090.ENSMUSP00000029909	0	0	0	0	0.052	0.059	0	0.621	0.632
Fdxr	Isca2	10090.ENSMUSP00000021078	10090.ENSMUSP00000021667	0	0	0	0	0.046	0	0	0.646	0.648
Fdxr	Glrx5	10090.ENSMUSP00000021078	10090.ENSMUSP00000021522	0	0	0	0	0.049	0	0	0.695	0.697
Fdxr	Iba57	10090.ENSMUSP00000021078	10090.ENSMUSP00000049823	0	0	0	0	0.073	0	0	0.739	0.748
Fh1	G6pdx	10090.ENSMUSP00000027810	10090.ENSMUSP00000004327	0	0	0	0	0.058	0	0	0.436	0.446
Fh1	Sdhb	10090.ENSMUSP00000027810	10090.ENSMUSP00000010007	0.223	0	0	0	0.597	0.332	0.900	0.654	0.991
Fh1	Mdh2	10090.ENSMUSP00000027810	10090.ENSMUSP00000019323	0.083	0	0	0	0.656	0.334	0.900	0.690	0.992
Fh1	Sdha	10090.ENSMUSP00000027810	10090.ENSMUSP00000022062	0.223	0.533	0	0	0.827	0.238	0.900	0.676	0.998
Fh1	Oxsm	10090.ENSMUSP00000027810	10090.ENSMUSP00000022311	0	0	0	0	0.065	0	0	0.525	0.537
Fh1	Tkt	10090.ENSMUSP00000027810	10090.ENSMUSP00000022529	0	0	0	0	0.160	0.080	0	0.448	0.536
Fh1	Aldh18a1	10090.ENSMUSP00000027810	10090.ENSMUSP00000025979	0	0	0	0	0	0	0	0.538	0.538
Fh1	Uqcrc1	10090.ENSMUSP00000027810	10090.ENSMUSP00000026743	0	0	0	0	0.337	0	0	0.217	0.460
Fh1	Ireb2	10090.ENSMUSP00000027810	10090.ENSMUSP00000034843	0.119	0	0	0	0.272	0.094	0	0.379	0.591
Fh1	Ppa2	10090.ENSMUSP00000027810	10090.ENSMUSP00000029644	0.061	0	0	0	0.344	0	0	0.445	0.628
Fh1	Tufm	10090.ENSMUSP00000027810	10090.ENSMUSP00000095656	0	0	0	0	0.363	0	0	0.538	0.693
Fh1	Dlst	10090.ENSMUSP00000027810	10090.ENSMUSP00000060346	0	0	0	0	0.439	0.073	0.360	0.600	0.849
G6pdx	Oxsm	10090.ENSMUSP00000004327	10090.ENSMUSP00000022311	0.084	0	0	0	0.073	0	0	0.380	0.428
G6pdx	Sdhb	10090.ENSMUSP00000004327	10090.ENSMUSP00000010007	0.042	0	0	0	0.105	0	0	0.393	0.434
G6pdx	Gclc	10090.ENSMUSP00000004327	10090.ENSMUSP00000034905	0	0	0	0	0	0	0	0.446	0.446
G6pdx	Fh1	10090.ENSMUSP00000004327	10090.ENSMUSP00000027810	0	0	0	0	0.058	0	0	0.436	0.446
G6pdx	Sdha	10090.ENSMUSP00000004327	10090.ENSMUSP00000022062	0.052	0	0	0	0.066	0	0	0.480	0.499
G6pdx	Aldh18a1	10090.ENSMUSP00000004327	10090.ENSMUSP00000025979	0	0	0	0	0.070	0	0	0.512	0.526
G6pdx	Mdh2	10090.ENSMUSP00000004327	10090.ENSMUSP00000019323	0	0	0	0	0.136	0	0	0.524	0.572
G6pdx	Tkt	10090.ENSMUSP00000004327	10090.ENSMUSP00000022529	0.092	0	0	0	0.455	0.185	0	0.575	0.806
Gadd45gip1	Mrpl52	10090.ENSMUSP00000037783	10090.ENSMUSP00000010550	0	0	0	0	0.161	0.831	0	0.306	0.893
Gadd45gip1	Nme2	10090.ENSMUSP00000037783	10090.ENSMUSP00000021217	0	0	0	0	0.124	0.447	0	0	0.495
Gadd45gip1	Mrps30	10090.ENSMUSP00000037783	10090.ENSMUSP00000022245	0	0	0	0	0.117	0.863	0	0.173	0.891
Gadd45gip1	Mrpl40	10090.ENSMUSP00000037783	10090.ENSMUSP00000023391	0	0	0	0	0.461	0.831	0	0.233	0.924
Gadd45gip1	Mrps18b	10090.ENSMUSP00000037783	10090.ENSMUSP00000025305	0	0	0	0	0.126	0.757	0	0.322	0.843
Gadd45gip1	Ddx28	10090.ENSMUSP00000037783	10090.ENSMUSP00000058950	0	0	0	0	0.061	0.534	0	0	0.543
Gadd45gip1	Tufm	10090.ENSMUSP00000037783	10090.ENSMUSP00000095656	0	0	0	0	0.169	0.550	0	0.195	0.672
Gadd45gip1	Mrps27	10090.ENSMUSP00000037783	10090.ENSMUSP00000062326	0	0	0	0	0.079	0.766	0	0.065	0.780
Gadd45gip1	Mrps24	10090.ENSMUSP00000037783	10090.ENSMUSP00000119535	0	0	0	0	0.379	0.757	0	0	0.842
Gadd45gip1	Mrpl13	10090.ENSMUSP00000037783	10090.ENSMUSP00000130722	0	0	0	0	0.098	0.831	0	0.059	0.844
Gadd45gip1	Mrpl17	10090.ENSMUSP00000037783	10090.ENSMUSP00000117971	0	0	0	0	0.190	0.832	0	0.057	0.860
Gadd45gip1	Mrps26	10090.ENSMUSP00000037783	10090.ENSMUSP00000123324	0	0	0	0	0.469	0.752	0	0	0.862
Gadd45gip1	Mrps34	10090.ENSMUSP00000037783	10090.ENSMUSP00000045111	0	0	0	0	0.532	0.757	0	0	0.881
Gadd45gip1	Mrpl16	10090.ENSMUSP00000037783	10090.ENSMUSP00000128915	0	0	0	0	0.273	0.831	0	0.303	0.907
Gadd45gip1	Mrpl47	10090.ENSMUSP00000037783	10090.ENSMUSP00000048078	0	0	0	0	0.145	0.863	0	0.351	0.917
Gclc	G6pdx	10090.ENSMUSP00000034905	10090.ENSMUSP00000004327	0	0	0	0	0	0	0	0.446	0.446
Gclc	Aldh18a1	10090.ENSMUSP00000034905	10090.ENSMUSP00000025979	0	0	0	0	0	0.124	0	0.547	0.586
Gclc	Gls	10090.ENSMUSP00000034905	10090.ENSMUSP00000110158	0	0	0	0	0.044	0	0.800	0.299	0.854
Gclc	Gss	10090.ENSMUSP00000034905	10090.ENSMUSP00000078630	0	0	0	0	0.181	0.111	0.900	0.840	0.986
Glrx5	Fdxr	10090.ENSMUSP00000021522	10090.ENSMUSP00000021078	0	0	0	0	0.049	0	0	0.695	0.697
Glrx5	Ireb2	10090.ENSMUSP00000021522	10090.ENSMUSP00000034843	0	0	0	0	0	0	0	0.518	0.518
Glrx5	Iba57	10090.ENSMUSP00000021522	10090.ENSMUSP00000049823	0	0	0	0	0.094	0.041	0	0.798	0.810
Glrx5	Isca1	10090.ENSMUSP00000021522	10090.ENSMUSP00000054858	0	0	0	0	0.238	0	0.400	0.769	0.885
Glrx5	Isca2	10090.ENSMUSP00000021522	10090.ENSMUSP00000021667	0	0	0	0	0.065	0.058	0.400	0.814	0.888
Gls	Aldh18a1	10090.ENSMUSP00000110158	10090.ENSMUSP00000025979	0.078	0	0	0	0	0	0.800	0.247	0.849
Gls	Gclc	10090.ENSMUSP00000110158	10090.ENSMUSP00000034905	0	0	0	0	0.044	0	0.800	0.299	0.854
Gss	Aldh18a1	10090.ENSMUSP00000078630	10090.ENSMUSP00000025979	0	0	0	0	0	0	0	0.532	0.532
Gss	Gclc	10090.ENSMUSP00000078630	10090.ENSMUSP00000034905	0	0	0	0	0.181	0.111	0.900	0.840	0.986
Gtpbp8	Rpusd4	10090.ENSMUSP00000125352	10090.ENSMUSP00000034543	0.063	0	0	0	0.117	0.560	0	0.470	0.781
Gtpbp8	Dars2	10090.ENSMUSP00000125352	10090.ENSMUSP00000041851	0.223	0	0	0	0.190	0	0	0.255	0.490
Gtpbp8	Mrpl47	10090.ENSMUSP00000125352	10090.ENSMUSP00000048078	0	0	0	0	0.086	0.822	0	0	0.830
Gtpbp8	Ddx28	10090.ENSMUSP00000125352	10090.ENSMUSP00000058950	0	0	0	0	0.168	0.207	0	0.711	0.792
Gtpbp8	Tufm	10090.ENSMUSP00000125352	10090.ENSMUSP00000095656	0.189	0	0	0	0.061	0	0	0.520	0.602
Gtpbp8	Mrpl17	10090.ENSMUSP00000125352	10090.ENSMUSP00000117971	0.223	0	0	0	0.088	0.822	0	0.065	0.866
Gtpbp8	Mrpl13	10090.ENSMUSP00000125352	10090.ENSMUSP00000130722	0.088	0	0	0	0.129	0.822	0	0	0.846
Hsd17b10	Mdh2	10090.ENSMUSP00000026289	10090.ENSMUSP00000019323	0	0	0	0	0.301	0	0	0.222	0.433
Hsd17b10	Aldh18a1	10090.ENSMUSP00000026289	10090.ENSMUSP00000025979	0	0	0	0	0	0	0	0.537	0.537
Hsd17b10	Uqcrc1	10090.ENSMUSP00000026289	10090.ENSMUSP00000026743	0	0	0	0	0.170	0.051	0	0.336	0.432
Iba57	Sdhb	10090.ENSMUSP00000049823	10090.ENSMUSP00000010007	0.223	0	0	0	0.105	0	0	0.343	0.503
Iba57	Fdxr	10090.ENSMUSP00000049823	10090.ENSMUSP00000021078	0	0	0	0	0.073	0	0	0.739	0.748
Iba57	Glrx5	10090.ENSMUSP00000049823	10090.ENSMUSP00000021522	0	0	0	0	0.094	0.041	0	0.798	0.810
Iba57	Isca2	10090.ENSMUSP00000049823	10090.ENSMUSP00000021667	0.066	0	0	0	0.087	0.381	0	0.968	0.980
Iba57	Fars2	10090.ENSMUSP00000049823	10090.ENSMUSP00000021857	0	0	0	0	0.069	0	0	0.432	0.448
Iba57	Aldh18a1	10090.ENSMUSP00000049823	10090.ENSMUSP00000025979	0	0	0	0	0	0	0	0.549	0.549
Iba57	Lipt2	10090.ENSMUSP00000049823	10090.ENSMUSP00000032967	0	0	0	0	0.061	0	0	0.545	0.554
Iba57	Ireb2	10090.ENSMUSP00000049823	10090.ENSMUSP00000034843	0.119	0	0	0	0.056	0	0	0.422	0.477
Iba57	Isca1	10090.ENSMUSP00000049823	10090.ENSMUSP00000054858	0.066	0	0	0	0.079	0.260	0	0.955	0.967
Ireb2	Sdhb	10090.ENSMUSP00000034843	10090.ENSMUSP00000010007	0.086	0	0	0	0.539	0.100	0	0.502	0.785
Ireb2	Mdh2	10090.ENSMUSP00000034843	10090.ENSMUSP00000019323	0.062	0	0	0	0.151	0.067	0	0.393	0.488
Ireb2	Fdxr	10090.ENSMUSP00000034843	10090.ENSMUSP00000021078	0.089	0	0	0	0	0	0	0.515	0.539
Ireb2	Glrx5	10090.ENSMUSP00000034843	10090.ENSMUSP00000021522	0	0	0	0	0	0	0	0.518	0.518
Ireb2	Sdha	10090.ENSMUSP00000034843	10090.ENSMUSP00000022062	0.093	0	0	0	0.307	0.061	0	0.430	0.619
Ireb2	Mrpl40	10090.ENSMUSP00000034843	10090.ENSMUSP00000023391	0	0	0	0	0.105	0.568	0	0.120	0.630
Ireb2	Aldh18a1	10090.ENSMUSP00000034843	10090.ENSMUSP00000025979	0.219	0	0	0	0	0	0	0.533	0.619
Ireb2	Fh1	10090.ENSMUSP00000034843	10090.ENSMUSP00000027810	0.119	0	0	0	0.272	0.094	0	0.379	0.591
Ireb2	Mrpl13	10090.ENSMUSP00000034843	10090.ENSMUSP00000130722	0	0	0	0	0.068	0.360	0	0.074	0.400
Ireb2	Isca1	10090.ENSMUSP00000034843	10090.ENSMUSP00000054858	0.063	0	0	0	0	0	0	0.405	0.419
Ireb2	Mapk9	10090.ENSMUSP00000034843	10090.ENSMUSP00000136977	0	0	0	0	0.125	0.415	0	0	0.466
Ireb2	Iba57	10090.ENSMUSP00000034843	10090.ENSMUSP00000049823	0.119	0	0	0	0.056	0	0	0.422	0.477
Ireb2	Mrpl47	10090.ENSMUSP00000034843	10090.ENSMUSP00000048078	0	0	0	0	0.064	0.568	0	0	0.578
Ireb2	Mrpl17	10090.ENSMUSP00000034843	10090.ENSMUSP00000117971	0	0	0	0	0.089	0.568	0	0.129	0.627
Isca1	Sdhb	10090.ENSMUSP00000054858	10090.ENSMUSP00000010007	0	0	0	0	0.253	0	0	0.340	0.486
Isca1	Fdxr	10090.ENSMUSP00000054858	10090.ENSMUSP00000021078	0	0	0	0	0	0	0	0.553	0.553
Isca1	Glrx5	10090.ENSMUSP00000054858	10090.ENSMUSP00000021522	0	0	0	0	0.238	0	0.400	0.769	0.885
Isca1	Isca2	10090.ENSMUSP00000054858	10090.ENSMUSP00000021667	0	0	0.180	0.707	0.145	0.180	0.700	0.902	0.980
Isca1	Ireb2	10090.ENSMUSP00000054858	10090.ENSMUSP00000034843	0.063	0	0	0	0	0	0	0.405	0.419
Isca1	Iba57	10090.ENSMUSP00000054858	10090.ENSMUSP00000049823	0.066	0	0	0	0.079	0.260	0	0.955	0.967
Isca2	Sdhb	10090.ENSMUSP00000021667	10090.ENSMUSP00000010007	0	0	0	0	0.279	0	0	0.376	0.531
Isca2	Fdxr	10090.ENSMUSP00000021667	10090.ENSMUSP00000021078	0	0	0	0	0.046	0	0	0.646	0.648
Isca2	Glrx5	10090.ENSMUSP00000021667	10090.ENSMUSP00000021522	0	0	0	0	0.065	0.058	0.400	0.814	0.888
Isca2	Lipt1	10090.ENSMUSP00000021667	10090.ENSMUSP00000038739	0.051	0	0	0	0.044	0	0	0.443	0.451
Isca2	Lipt2	10090.ENSMUSP00000021667	10090.ENSMUSP00000032967	0	0	0	0	0.042	0	0	0.553	0.553
Isca2	Isca1	10090.ENSMUSP00000021667	10090.ENSMUSP00000054858	0	0	0.180	0.707	0.145	0.180	0.700	0.902	0.980
Isca2	Iba57	10090.ENSMUSP00000021667	10090.ENSMUSP00000049823	0.066	0	0	0	0.087	0.381	0	0.968	0.980
